PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs
HD 142860_0,HD 142860,0.405,0.081,2.385,6.459,11.254,1.25,3.039,,,0.432647,0.036004,0,0,1,2035.0
HD 142860_2,HD 142860,3.184,0.073,1.146,0.989,11.254,1.25,3.039,,,3.137289,0.489767,0,0,1,2035.0
HD 142860_3,HD 142860,0.465,0.068,1.963,1.786,11.254,1.25,3.039,,,0.448867,0.456699,0,0,1,2035.0
HD 142860_5,HD 142860,0.92,0.074,2.443,8.017,11.254,1.25,3.039,,,0.852826,0.077624,0,0,1,2035.0
HD 142860_6,HD 142860,0.627,0.092,3.102,5.436,11.254,1.25,3.039,,,0.683736,0.013926,0,0,1,2035.0
HD 30652_0,HD 30652,0.357,0.032,0.524,0.119,8.068,1.25,2.71,,,0.365285,0.141985,0,0,1,2035.00137
HD 30652_1,HD 30652,3.379,0.099,2.314,9.159,8.068,1.25,2.71,,,3.373288,0.06295,0,0,1,2035.00137
HD 30652_2,HD 30652,1.418,0.081,1.563,7.047,8.068,1.25,2.71,,,1.44625,0.03975,0,0,1,2035.00137
HD 30652_3,HD 30652,3.27,0.133,2.129,5.731,8.068,1.25,2.71,,,3.337398,0.228915,0,0,1,2035.00137
HD 30652_4,HD 30652,2.754,0.119,2.49,10.16,8.068,1.25,2.71,,,3.074861,0.071324,0,0,1,2035.00137
HD 22484_0,HD 22484,0.838,0.146,1.142,1.607,13.92,1.14,3.068,,,0.825329,0.367895,0,0,1,2035.00274
HD 22484_1,HD 22484,1.12,0.109,1.996,7.679,13.92,1.14,3.068,,,1.184084,0.073901,0,0,1,2035.00274
HD 22484_2,HD 22484,0.469,0.117,1.765,3.166,13.92,1.14,3.068,,,0.502049,0.057014,0,0,1,2035.00274
HD 22484_5,HD 22484,4.456,0.081,0.516,0.034,13.92,1.14,3.068,,,4.138022,0.021229,0,0,1,2035.00274
HD 22484_7,HD 22484,3.201,0.074,0.943,1.501,13.92,1.14,3.068,,,2.978093,0.341329,0,0,1,2035.00274
HD 128167_0,HD 128167,1.283,0.14,1.15,1.29,15.756,1.39,3.182,,,1.107643,0.520288,0,0,1,2035.00411
HD 128167_2,HD 128167,3.433,0.063,1.328,2.483,15.756,1.39,3.182,,,3.265018,0.121772,0,0,1,2035.00411
HD 128167_3,HD 128167,4.878,0.117,2.132,5.678,15.756,1.39,3.182,,,5.403185,0.339698,0,0,1,2035.00411
HD 128167_4,HD 128167,1.323,0.044,1.923,2.477,15.756,1.39,3.182,,,1.374304,0.059026,0,0,1,2035.00411
HD 142373_0,HD 142373,1.268,0.168,0.757,0.148,15.898,1.08,3.136,,,1.481024,0.754846,0,0,1,2035.005479
HD 142373_1,HD 142373,1.76,0.092,0.868,0.535,15.898,1.08,3.136,,,1.625407,0.160387,0,0,1,2035.005479
HD 142373_2,HD 142373,0.834,0.129,2.923,6.259,15.898,1.08,3.136,,,0.730608,0.424536,0,0,1,2035.005479
HD 142373_4,HD 142373,1.161,0.006,1.265,2.536,15.898,1.08,3.136,,,1.154317,0.348496,0,0,1,2035.005479
HD 142373_6,HD 142373,4.705,0.105,0.947,0.923,15.898,1.08,3.136,,,4.973728,0.358905,0,0,1,2035.005479
HD 142373_7,HD 142373,1.878,0.051,2.611,6.816,15.898,1.08,3.136,0.094618,352.503452,1.827809,0.663135,1,1,1,2035.005479
HD 142373_8,HD 142373,3.092,0.053,1.805,7.326,15.898,1.08,3.136,0.18193,107.698787,3.09827,0.536115,1,1,1,2035.005479
HD 134083_0,HD 134083,0.116,0.07,1.9,7.058,19.536,1.33,3.255,,,0.118939,0.82838,0,0,1,2035.006849
HD 134083_1,HD 134083,0.36,0.097,1.358,2.746,19.536,1.33,3.255,,,0.354097,0.624825,0,0,1,2035.006849
HD 134083_3,HD 134083,0.749,0.13,0.881,0.684,19.536,1.33,3.255,,,0.844037,0.065868,0,0,1,2035.006849
HD 134083_4,HD 134083,0.959,0.114,0.591,0.338,19.536,1.33,3.255,,,1.060201,0.077114,0,0,1,2035.006849
HD 23249_0,HD 23249,2.38,0.039,0.804,0.586,9.089,0.87,2.941,,,2.453909,0.743868,0,0,1,2035.008219
HD 23249_1,HD 23249,2.348,0.031,1.487,3.029,9.089,0.87,2.941,,,2.318859,0.037071,0,0,1,2035.008219
HD 38393_0,HD 38393,0.205,0.072,1.088,1.383,8.905,1.23,2.344,,,0.202099,0.205621,0,0,1,2035.009589
HD 38393_1,HD 38393,3.39,0.099,0.656,0.073,8.905,1.23,2.344,,,3.693629,0.172093,0,0,1,2035.009589
HD 38393_3,HD 38393,0.355,0.086,1.549,2.098,8.905,1.23,2.344,,,0.330317,0.803686,0,0,1,2035.009589
